2024-02-28 17:24:15.220312: I tensorflow/core/platform/cpu_feature_guard.cc:193] This TensorFlow binary is optimized with oneAPI Deep Neural Network Library (oneDNN) to use the following CPU instructions in performance-critical operations:  AVX2 AVX512F AVX512_VNNI FMA
To enable them in other operations, rebuild TensorFlow with the appropriate compiler flags.
2024-02-28 17:24:15.407582: I tensorflow/core/util/port.cc:104] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the environment variable `TF_ENABLE_ONEDNN_OPTS=0`.
2024-02-28 17:24:17.674128: W tensorflow/compiler/xla/stream_executor/platform/default/dso_loader.cc:64] Could not load dynamic library 'libnvinfer.so.7'; dlerror: libnvinfer.so.7: cannot open shared object file: No such file or directory; LD_LIBRARY_PATH: /hpc2ssd/softwares/cuda/cuda-12.0/lib64:/opt/slurm/lib
2024-02-28 17:24:17.674338: W tensorflow/compiler/xla/stream_executor/platform/default/dso_loader.cc:64] Could not load dynamic library 'libnvinfer_plugin.so.7'; dlerror: libnvinfer_plugin.so.7: cannot open shared object file: No such file or directory; LD_LIBRARY_PATH: /hpc2ssd/softwares/cuda/cuda-12.0/lib64:/opt/slurm/lib
2024-02-28 17:24:17.674381: W tensorflow/compiler/tf2tensorrt/utils/py_utils.cc:38] TF-TRT Warning: Cannot dlopen some TensorRT libraries. If you would like to use Nvidia GPU with TensorRT, please make sure the missing libraries mentioned above are installed properly.
/hpc2hdd/home/xhao390/.local/lib/python3.7/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: /hpc2hdd/home/xhao390/.local/lib/python3.7/site-packages/torchvision/image.so: undefined symbol: _ZN2at4_ops19empty_memory_format4callEN3c108ArrayRefIlEENS2_8optionalINS2_10ScalarTypeEEENS5_INS2_6LayoutEEENS5_INS2_6DeviceEEENS5_IbEENS5_INS2_12MemoryFormatEEE
  warn(f"Failed to load image Python extension: {e}")
2024-02-28 17:24:27,964 Loading vectors from .vector_cache/glove.840B.300d.txt.pt
2024-02-28 17:24:34,424 Epoch [0][0/172]	Time 2.807	Loss 3998.4453	
2024-02-28 17:26:33,393 Epoch [1][60/172]	Time 0.399	Loss 507.5941	
2024-02-28 17:26:37,316 Epoch [1][70/172]	Time 0.390	Loss 740.30676	
2024-02-28 17:26:41,269 Epoch [1][80/172]	Time 0.407	Loss 713.0731	
2024-02-28 17:26:45,233 Epoch [1][90/172]	Time 0.386	Loss 799.637	
2024-02-28 17:26:49,126 Epoch [1][100/172]	Time 0.390	Loss 656.06714	
2024-02-28 17:26:53,124 Epoch [1][110/172]	Time 0.396	Loss 650.5115	
2024-02-28 17:26:57,051 Epoch [1][120/172]	Time 0.426	Loss 719.6924	
2024-02-28 17:27:00,933 Epoch [1][130/172]	Time 0.388	Loss 624.2251	
2024-02-28 17:27:04,845 Epoch [1][140/172]	Time 0.382	Loss 650.1351	
2024-02-28 17:27:08,769 Epoch [1][150/172]	Time 0.385	Loss 682.56885	
2024-02-28 17:27:12,675 Epoch [1][160/172]	Time 0.392	Loss 514.1765	
2024-02-28 17:27:16,576 Epoch [1][170/172]	Time 0.390	Loss 692.12384	
2024-02-28 17:27:42,905 Epoch [2][0/172]	Time 0.391	Loss 595.86633	
2024-02-28 17:27:46,740 Epoch [2][10/172]	Time 0.383	Loss 459.667	
2024-02-28 17:27:50,579 Epoch [2][20/172]	Time 0.381	Loss 568.833	
2024-02-28 17:27:54,401 Epoch [2][30/172]	Time 0.380	Loss 609.5244	
2024-02-28 17:27:58,200 Epoch [2][40/172]	Time 0.386	Loss 794.75134	
2024-02-28 17:28:01,994 Epoch [2][50/172]	Time 0.379	Loss 796.51294	
2024-02-28 17:28:05,800 Epoch [2][60/172]	Time 0.381	Loss 441.00696	
2024-02-28 17:28:09,609 Epoch [2][70/172]	Time 0.380	Loss 548.53937	
2024-02-28 17:28:13,419 Epoch [2][80/172]	Time 0.381	Loss 772.2367	
2024-02-28 17:28:17,226 Epoch [2][90/172]	Time 0.379	Loss 596.2052	
2024-02-28 17:28:21,010 Epoch [2][100/172]	Time 0.382	Loss 649.76624	
2024-02-28 17:28:24,794 Epoch [2][110/172]	Time 0.380	Loss 572.3082	
2024-02-28 17:28:28,843 Epoch [2][120/172]	Time 0.473	Loss 639.7974	
2024-02-28 17:28:33,206 Epoch [2][130/172]	Time 0.418	Loss 434.69974	
2024-02-28 17:28:37,779 Epoch [2][140/172]	Time 0.492	Loss 666.12244	
2024-02-28 17:28:41,839 Epoch [2][150/172]	Time 0.382	Loss 614.60913	
2024-02-28 17:28:45,800 Epoch [2][160/172]	Time 0.388	Loss 421.63205	
2024-02-28 17:28:49,850 Epoch [2][170/172]	Time 0.378	Loss 618.3627	
2024-02-28 17:29:15,753 Epoch [3][0/172]	Time 0.387	Loss 432.172	
2024-02-28 17:29:20,130 Epoch [3][10/172]	Time 0.389	Loss 417.2249	
2024-02-28 17:29:24,066 Epoch [3][20/172]	Time 0.399	Loss 541.3366	
2024-02-28 17:29:27,979 Epoch [3][30/172]	Time 0.384	Loss 524.6481	
2024-02-28 17:29:31,904 Epoch [3][40/172]	Time 0.421	Loss 477.87173	
2024-02-28 17:29:35,900 Epoch [3][50/172]	Time 0.401	Loss 434.02838	
2024-02-28 17:29:39,794 Epoch [3][60/172]	Time 0.386	Loss 433.6051	
2024-02-28 17:29:43,768 Epoch [3][70/172]	Time 0.384	Loss 480.5271	
2024-02-28 17:29:47,633 Epoch [3][80/172]	Time 0.383	Loss 370.7988	
2024-02-28 17:29:51,502 Epoch [3][90/172]	Time 0.377	Loss 385.13678	
2024-02-28 17:29:56,261 Epoch [3][100/172]	Time 0.580	Loss 380.24945	
2024-02-28 17:30:01,986 Epoch [3][110/172]	Time 0.511	Loss 314.71167	
2024-02-28 17:30:07,188 Epoch [3][120/172]	Time 0.574	Loss 574.97003	
2024-02-28 17:30:12,201 Epoch [3][130/172]	Time 0.471	Loss 406.7183	
2024-02-28 17:30:16,706 Epoch [3][140/172]	Time 0.463	Loss 491.04904	
2024-02-28 17:30:21,153 Epoch [3][150/172]	Time 0.467	Loss 535.7637	
2024-02-28 17:30:25,319 Epoch [3][160/172]	Time 0.403	Loss 510.40994	
2024-02-28 17:30:29,383 Epoch [3][170/172]	Time 0.432	Loss 471.4464	
2024-02-28 17:30:56,961 Epoch [4][0/172]	Time 0.389	Loss 446.3015	
2024-02-28 17:31:00,989 Epoch [4][10/172]	Time 0.396	Loss 424.31317	
2024-02-28 17:31:04,994 Epoch [4][20/172]	Time 0.401	Loss 395.50284	
2024-02-28 17:31:08,879 Epoch [4][30/172]	Time 0.382	Loss 363.80264	
2024-02-28 17:31:12,758 Epoch [4][40/172]	Time 0.381	Loss 414.52722	
2024-02-28 17:31:16,670 Epoch [4][50/172]	Time 0.396	Loss 429.14038	
2024-02-28 17:31:20,632 Epoch [4][60/172]	Time 0.385	Loss 421.13672	
2024-02-28 17:31:24,492 Epoch [4][70/172]	Time 0.385	Loss 507.2268	
2024-02-28 17:31:28,345 Epoch [4][80/172]	Time 0.386	Loss 305.68494	
2024-02-28 17:31:32,327 Epoch [4][90/172]	Time 0.393	Loss 405.26666	
2024-02-28 17:31:36,209 Epoch [4][100/172]	Time 0.386	Loss 314.40765	
2024-02-28 17:31:40,071 Epoch [4][110/172]	Time 0.384	Loss 420.58624	
2024-02-28 17:31:43,910 Epoch [4][120/172]	Time 0.385	Loss 501.1875	
2024-02-28 17:31:47,819 Epoch [4][130/172]	Time 0.386	Loss 422.69687	
2024-02-28 17:31:51,654 Epoch [4][140/172]	Time 0.385	Loss 362.31198	
2024-02-28 17:31:55,492 Epoch [4][150/172]	Time 0.384	Loss 353.46722	
2024-02-28 17:31:59,340 Epoch [4][160/172]	Time 0.385	Loss 403.9242	
2024-02-28 17:32:03,195 Epoch [4][170/172]	Time 0.388	Loss 465.18713	
2024-02-28 17:32:29,203 Epoch [5][0/172]	Time 0.383	Loss 368.84494	
2024-02-28 17:32:33,070 Epoch [5][10/172]	Time 0.388	Loss 233.08179	
2024-02-28 17:32:36,948 Epoch [5][20/172]	Time 0.386	Loss 438.0979	
2024-02-28 17:32:40,856 Epoch [5][30/172]	Time 0.390	Loss 326.65683	
2024-02-28 17:32:44,734 Epoch [5][40/172]	Time 0.389	Loss 305.2249	
2024-02-28 17:32:48,605 Epoch [5][50/172]	Time 0.383	Loss 406.30457	
2024-02-28 17:32:52,526 Epoch [5][60/172]	Time 0.382	Loss 234.87347	
2024-02-28 17:32:56,393 Epoch [5][70/172]	Time 0.390	Loss 405.185	
2024-02-28 17:33:00,258 Epoch [5][80/172]	Time 0.392	Loss 287.80643	
2024-02-28 17:33:04,134 Epoch [5][90/172]	Time 0.390	Loss 380.7246	
2024-02-28 17:33:08,014 Epoch [5][100/172]	Time 0.383	Loss 304.2229	
2024-02-28 17:33:11,894 Epoch [5][110/172]	Time 0.390	Loss 298.62265	
2024-02-28 17:33:15,747 Epoch [5][120/172]	Time 0.383	Loss 327.12143	
2024-02-28 17:33:19,636 Epoch [5][130/172]	Time 0.386	Loss 380.8877	
2024-02-28 17:33:23,557 Epoch [5][140/172]	Time 0.392	Loss 318.93823	
2024-02-28 17:33:27,427 Epoch [5][150/172]	Time 0.382	Loss 421.4821	
2024-02-28 17:33:31,297 Epoch [5][160/172]	Time 0.385	Loss 300.21118	
2024-02-28 17:33:35,210 Epoch [5][170/172]	Time 0.387	Loss 296.03592	
2024-02-28 17:34:00,745 Epoch [6][0/172]	Time 0.383	Loss 323.97107	
2024-02-28 17:34:04,601 Epoch [6][10/172]	Time 0.383	Loss 280.87076	
2024-02-28 17:34:08,457 Epoch [6][20/172]	Time 0.383	Loss 390.592	
2024-02-28 17:34:12,317 Epoch [6][30/172]	Time 0.383	Loss 312.96826	
2024-02-28 17:34:16,175 Epoch [6][40/172]	Time 0.389	Loss 234.91245	
2024-02-28 17:34:20,025 Epoch [6][50/172]	Time 0.379	Loss 307.95636	
2024-02-28 17:34:23,938 Epoch [6][60/172]	Time 0.390	Loss 257.36337	
2024-02-28 17:34:27,837 Epoch [6][70/172]	Time 0.384	Loss 441.6581	
2024-02-28 17:34:31,684 Epoch [6][80/172]	Time 0.388	Loss 370.24988	
2024-02-28 17:34:35,548 Epoch [6][90/172]	Time 0.385	Loss 327.2874	
2024-02-28 17:34:39,388 Epoch [6][100/172]	Time 0.389	Loss 359.3297	
2024-02-28 17:34:43,240 Epoch [6][110/172]	Time 0.393	Loss 310.81934	
2024-02-28 17:34:47,097 Epoch [6][120/172]	Time 0.383	Loss 269.4402	
2024-02-28 17:34:50,945 Epoch [6][130/172]	Time 0.383	Loss 406.54047	
2024-02-28 17:34:54,887 Epoch [6][140/172]	Time 0.391	Loss 370.1547	
2024-02-28 17:34:58,721 Epoch [6][150/172]	Time 0.382	Loss 399.27246	
2024-02-28 17:35:02,571 Epoch [6][160/172]	Time 0.381	Loss 282.99765	
2024-02-28 17:35:06,457 Epoch [6][170/172]	Time 0.378	Loss 352.17847	
2024-02-28 17:35:31,862 Epoch [7][0/172]	Time 0.386	Loss 264.1407	
2024-02-28 17:35:35,711 Epoch [7][10/172]	Time 0.385	Loss 386.91333	
2024-02-28 17:35:39,570 Epoch [7][20/172]	Time 0.386	Loss 311.42822	
2024-02-28 17:35:43,428 Epoch [7][30/172]	Time 0.381	Loss 309.22736	
2024-02-28 17:35:47,275 Epoch [7][40/172]	Time 0.383	Loss 329.93396	
2024-02-28 17:35:51,127 Epoch [7][50/172]	Time 0.388	Loss 313.18396	
2024-02-28 17:35:54,952 Epoch [7][60/172]	Time 0.379	Loss 239.81241	
2024-02-28 17:35:58,782 Epoch [7][70/172]	Time 0.381	Loss 215.97018	
2024-02-28 17:36:02,682 Epoch [7][80/172]	Time 0.385	Loss 255.16226	
2024-02-28 17:36:06,539 Epoch [7][90/172]	Time 0.390	Loss 313.12997	
2024-02-28 17:36:10,935 Epoch [7][100/172]	Time 0.893	Loss 387.40497	
2024-02-28 17:36:14,785 Epoch [7][110/172]	Time 0.383	Loss 277.85013	
2024-02-28 17:36:19,583 Epoch [7][120/172]	Time 0.384	Loss 379.85852	
2024-02-28 17:36:23,669 Epoch [7][130/172]	Time 0.383	Loss 244.91512	
2024-02-28 17:36:29,002 Epoch [7][140/172]	Time 0.517	Loss 240.14499	
2024-02-28 17:36:34,319 Epoch [7][150/172]	Time 0.438	Loss 367.9884	
2024-02-28 17:36:39,714 Epoch [7][160/172]	Time 0.467	Loss 302.1814	
2024-02-28 17:36:46,162 Epoch [7][170/172]	Time 0.730	Loss 289.01974	
-------------------------
# Hyper Parameters setting
experiment_name: SWAN
model_name: SWAN
data_name: rsitmd
data_path: ./data/rsitmd_precomp/
image_path: ./rs_data/rsitmd/images/
vocab_path: ./vocab/rsitmd_splits_vocab.json
resnet_ckpt: ./aid_28-rsp-resnet-50-ckpt.pth
resume: False
fix_data: False
step_sample: False
epochs: 50
eval_step: 1
test_step: 0
batch_size: 100
batch_size_val: 100
shard_size: 256
workers: 0
k_fold_nums: 1
k_fold_current_num: 0
embed_dim: 512
margin: 0.2
max_violation: False
grad_clip: 0.0
seed: 0
il_measure: False
word_dim: 300
use_bidirectional_rnn: True
is_finetune: False
num_layers: 1
gpuid: 0
distributed: False
init_method: tcp://localhost:18888
rank: 0
world_size: 2
use_mix_precision: False
logger_name: logs/
ckpt_save_path: checkpoint/
print_freq: 10
lr: 0.0002
lr_update_epoch: 20
lr_decay_param: 0.7
sk_1: 2
sk_2: 3
cross_attn: t2i
agg_func: LogSumExp
lambda_lse: 6.0
lambda_softmax: 9.0
raw_feature_norm: softmax
-------------------------

Start 1th fold, total 1 flod
Generate random samples to ./data/rsitmd_precomp/ complete.
Copy random samples and Cal data info to checkpoint/rsitmd/SWAN/ complete.
len of train_loader is 172, len of val_loader is 43
=> using bidirectional rnn:True
Words: 1330/1349 found in vocabulary; 19 words missing
Total Params:  40462342
Total Requires_grad Params:  16892840
Current lr: 0.0002

--------------------- start val on training ---------------------
==> start to compute image-caption pairwise distance <==
Calculate the similarity in batches: [0/4]
Calculate the similarity in batches: [1/4]
Calculate the similarity in batches: [2/4]
Calculate the similarity in batches: [3/4]
infer time:0.10
==> end to compute image-caption pairwise distance <==
calculate similarity time: 24.27 s
--------------------- end val on training ---------------------


================ evaluate result on val set =====================
Current => [1/1] fold & [1/50] epochs
Now val score:
i2t => r1i:2.21 r5i:10.01 r10i:18.28 medri:46.00 meanri:145.03
t2i => r1t:2.72 r5t:13.13 r10t:22.96 medrt:27.00 meanrt:67.32
mR:11.55
Best val score:
i2t => r1i:2.21 r5i:10.01 r10i:18.28 medri:46.00 meanri:145.03
t2i => r1t:2.72 r5t:13.13 r10t:22.96 medrt:27.00 meanrt:67.32
mR:11.55
=================================================================

Current lr: 0.0002

--------------------- start val on training ---------------------
==> start to compute image-caption pairwise distance <==
Calculate the similarity in batches: [0/4]
Calculate the similarity in batches: [1/4]
Calculate the similarity in batches: [2/4]
Calculate the similarity in batches: [3/4]
infer time:0.10
==> end to compute image-caption pairwise distance <==
calculate similarity time: 24.95 s
--------------------- end val on training ---------------------


================ evaluate result on val set =====================
Current => [1/1] fold & [2/50] epochs
Now val score:
i2t => r1i:4.07 r5i:12.34 r10i:21.42 medri:38.00 meanri:112.86
t2i => r1t:3.28 r5t:13.90 r10t:27.03 medrt:23.00 meanrt:60.63
mR:13.67
Best val score:
i2t => r1i:4.07 r5i:12.34 r10i:21.42 medri:38.00 meanri:112.86
t2i => r1t:3.28 r5t:13.90 r10t:27.03 medrt:23.00 meanrt:60.63
mR:13.67
=================================================================

Current lr: 0.0002

--------------------- start val on training ---------------------
==> start to compute image-caption pairwise distance <==
Calculate the similarity in batches: [0/4]
Calculate the similarity in batches: [1/4]
Calculate the similarity in batches: [2/4]
Calculate the similarity in batches: [3/4]
infer time:0.10
==> end to compute image-caption pairwise distance <==
calculate similarity time: 24.70 s
--------------------- end val on training ---------------------


================ evaluate result on val set =====================
Current => [1/1] fold & [3/50] epochs
Now val score:
i2t => r1i:5.01 r5i:15.60 r10i:23.28 medri:34.00 meanri:100.48
t2i => r1t:4.59 r5t:17.32 r10t:31.39 medrt:19.00 meanrt:50.67
mR:16.20
Best val score:
i2t => r1i:5.01 r5i:15.60 r10i:23.28 medri:34.00 meanri:100.48
t2i => r1t:4.59 r5t:17.32 r10t:31.39 medrt:19.00 meanrt:50.67
mR:16.20
=================================================================

Current lr: 0.0002

--------------------- start val on training ---------------------
==> start to compute image-caption pairwise distance <==
Calculate the similarity in batches: [0/4]
Calculate the similarity in batches: [1/4]
Calculate the similarity in batches: [2/4]
Calculate the similarity in batches: [3/4]
infer time:0.10
==> end to compute image-caption pairwise distance <==
calculate similarity time: 26.32 s
--------------------- end val on training ---------------------


================ evaluate result on val set =====================
Current => [1/1] fold & [4/50] epochs
Now val score:
i2t => r1i:4.54 r5i:13.39 r10i:23.63 medri:33.00 meanri:92.32
t2i => r1t:4.47 r5t:18.30 r10t:33.22 medrt:18.00 meanrt:49.17
mR:16.26
Best val score:
i2t => r1i:4.54 r5i:13.39 r10i:23.63 medri:33.00 meanri:92.32
t2i => r1t:4.47 r5t:18.30 r10t:33.22 medrt:18.00 meanrt:49.17
mR:16.26
=================================================================

Current lr: 0.0002

--------------------- start val on training ---------------------
==> start to compute image-caption pairwise distance <==
Calculate the similarity in batches: [0/4]
Calculate the similarity in batches: [1/4]
Calculate the similarity in batches: [2/4]
Calculate the similarity in batches: [3/4]
infer time:0.10
==> end to compute image-caption pairwise distance <==
calculate similarity time: 24.80 s
--------------------- end val on training ---------------------


================ evaluate result on val set =====================
Current => [1/1] fold & [5/50] epochs
Now val score:
i2t => r1i:5.24 r5i:15.95 r10i:23.63 medri:32.00 meanri:90.31
t2i => r1t:4.87 r5t:20.93 r10t:34.81 medrt:17.00 meanrt:49.39
mR:17.57
Best val score:
i2t => r1i:5.24 r5i:15.95 r10i:23.63 medri:32.00 meanri:90.31
t2i => r1t:4.87 r5t:20.93 r10t:34.81 medrt:17.00 meanrt:49.39
mR:17.57
=================================================================

Current lr: 0.0002

--------------------- start val on training ---------------------
==> start to compute image-caption pairwise distance <==
Calculate the similarity in batches: [0/4]
Calculate the similarity in batches: [1/4]
Calculate the similarity in batches: [2/4]
Calculate the similarity in batches: [3/4]
infer time:0.10
==> end to compute image-caption pairwise distance <==
calculate similarity time: 24.33 s
--------------------- end val on training ---------------------


================ evaluate result on val set =====================
Current => [1/1] fold & [6/50] epochs
Now val score:
i2t => r1i:5.70 r5i:15.48 r10i:25.03 medri:31.00 meanri:91.20
t2i => r1t:4.91 r5t:20.33 r10t:35.25 medrt:17.00 meanrt:50.03
mR:17.78
Best val score:
i2t => r1i:5.70 r5i:15.48 r10i:25.03 medri:31.00 meanri:91.20
t2i => r1t:4.91 r5t:20.33 r10t:35.25 medrt:17.00 meanrt:50.03
mR:17.78
=================================================================

Current lr: 0.0002

--------------------- start val on training ---------------------
==> start to compute image-caption pairwise distance <==
Calculate the similarity in batches: [0/4]
Calculate the similarity in batches: [1/4]
Calculate the similarity in batches: [2/4]
Calculate the similarity in batches: [3/4]
infer time:0.10
==> end to compute image-caption pairwise distance <==
calculate similarity time: 24.34 s
--------------------- end val on training ---------------------


================ evaluate result on val set =====================
Current => [1/1] fold & [7/50] epochs
Now val score:
i2t => r1i:6.05 r5i:15.60 r10i:23.28 medri:32.00 meanri:96.92
t2i => r1t:5.26 r5t:20.14 r10t:34.88 medrt:17.00 meanrt:49.80
mR:17.54
Best val score:
i2t => r1i:5.70 r5i:15.48 r10i:25.03 medri:31.00 meanri:91.20
t2i => r1t:4.91 r5t:20.33 r10t:35.25 medrt:17.00 meanrt:50.03
mR:17.78
=================================================================

Current lr: 0.0002

--------------------- start val on training ---------------------
==> start to compute image-caption pairwise distance <==
Calculate the similarity in batches: [0/4]2024-02-28 17:37:13,037 Epoch [8][0/172]	Time 0.410	Loss 305.37924	
2024-02-28 17:37:17,786 Epoch [8][10/172]	Time 0.434	Loss 268.62604	
2024-02-28 17:37:22,305 Epoch [8][20/172]	Time 0.427	Loss 215.94052	
2024-02-28 17:37:26,924 Epoch [8][30/172]	Time 0.388	Loss 298.98517	
2024-02-28 17:37:32,944 Epoch [8][40/172]	Time 0.384	Loss 255.32864	
2024-02-28 17:37:37,208 Epoch [8][50/172]	Time 0.382	Loss 318.94998	
2024-02-28 17:37:42,477 Epoch [8][60/172]	Time 0.388	Loss 225.1145	
2024-02-28 17:37:47,016 Epoch [8][70/172]	Time 0.408	Loss 221.03467	
2024-02-28 17:37:51,343 Epoch [8][80/172]	Time 0.394	Loss 259.01236	
2024-02-28 17:37:56,421 Epoch [8][90/172]	Time 0.389	Loss 257.4954	
2024-02-28 17:38:00,499 Epoch [8][100/172]	Time 0.382	Loss 309.288	
2024-02-28 17:38:04,622 Epoch [8][110/172]	Time 0.389	Loss 308.13467	
2024-02-28 17:38:09,743 Epoch [8][120/172]	Time 1.566	Loss 281.53848	
2024-02-28 17:38:13,615 Epoch [8][130/172]	Time 0.385	Loss 315.03162	
2024-02-28 17:38:18,490 Epoch [8][140/172]	Time 0.407	Loss 302.30392	
2024-02-28 17:38:22,348 Epoch [8][150/172]	Time 0.389	Loss 309.69766	
2024-02-28 17:38:26,620 Epoch [8][160/172]	Time 0.526	Loss 295.15982	
2024-02-28 17:38:30,443 Epoch [8][170/172]	Time 0.386	Loss 218.95758	
2024-02-28 17:38:56,075 Epoch [9][0/172]	Time 0.392	Loss 274.64484	
2024-02-28 17:39:01,026 Epoch [9][10/172]	Time 0.387	Loss 275.2262	
2024-02-28 17:39:04,914 Epoch [9][20/172]	Time 0.387	Loss 208.38367	
2024-02-28 17:39:09,956 Epoch [9][30/172]	Time 0.390	Loss 244.44125	
2024-02-28 17:39:15,033 Epoch [9][40/172]	Time 0.393	Loss 239.94821	
2024-02-28 17:39:19,435 Epoch [9][50/172]	Time 0.611	Loss 285.68216	
2024-02-28 17:39:23,360 Epoch [9][60/172]	Time 0.387	Loss 239.73222	
2024-02-28 17:39:27,499 Epoch [9][70/172]	Time 0.385	Loss 262.99365	
2024-02-28 17:39:32,152 Epoch [9][80/172]	Time 0.383	Loss 260.3401	
2024-02-28 17:39:36,404 Epoch [9][90/172]	Time 0.384	Loss 244.52094	
2024-02-28 17:39:40,657 Epoch [9][100/172]	Time 0.758	Loss 215.11496	
2024-02-28 17:39:44,535 Epoch [9][110/172]	Time 0.386	Loss 164.64784	
2024-02-28 17:39:49,036 Epoch [9][120/172]	Time 0.382	Loss 244.80498	
2024-02-28 17:39:55,014 Epoch [9][130/172]	Time 0.388	Loss 196.92496	
2024-02-28 17:39:59,341 Epoch [9][140/172]	Time 0.386	Loss 251.43399	
2024-02-28 17:40:03,242 Epoch [9][150/172]	Time 0.395	Loss 253.53316	
2024-02-28 17:40:08,523 Epoch [9][160/172]	Time 0.386	Loss 235.47809	
2024-02-28 17:40:12,493 Epoch [9][170/172]	Time 0.386	Loss 268.54517	
2024-02-28 17:40:38,674 Epoch [10][0/172]	Time 0.385	Loss 222.09421	
2024-02-28 17:40:43,625 Epoch [10][10/172]	Time 0.382	Loss 217.90683	
2024-02-28 17:40:49,579 Epoch [10][20/172]	Time 0.391	Loss 250.07782	
2024-02-28 17:40:54,721 Epoch [10][30/172]	Time 0.384	Loss 179.62787	
2024-02-28 17:40:58,532 Epoch [10][40/172]	Time 0.357	Loss 206.3125	
2024-02-28 17:41:02,593 Epoch [10][50/172]	Time 0.381	Loss 218.79813	
2024-02-28 17:41:07,894 Epoch [10][60/172]	Time 0.386	Loss 209.12643	
